File,UR,Test Time
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4156_023614_03Jan2024115630.mat,0.7306074409706391,2024-01-03 11:56:30
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4156_023654_04Jan2024065021.mat,0.5916351462572222,2024-01-04 06:50:21
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4156_023687_04Jan2024100630.mat,0.7411543594806868,2024-01-04 10:06:30
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4166_023925_19Jan2024125123.mat,0.9418914548767063,2024-01-19 12:51:23
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4166_023939_22Jan2024060236.mat,0.7417485535418853,2024-01-22 06:02:36
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4166_023971_22Jan2024085825.mat,0.6142299529611864,2024-01-22 08:58:25
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4171_023729_08Jan2024120642.mat,0.7755496222575141,2024-01-08 12:06:42
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4171_023787_09Jan2024082853.mat,0.7827188960217468,2024-01-09 08:28:53
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4172_023804_12Jan2024094300.mat,0.6928163299838711,2024-01-12 09:43:00
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4172_023813_12Jan2024105940.mat,0.7751684711819804,2024-01-12 10:59:40
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4172_023862_13Jan2024054012.mat,0.8081808435521529,2024-01-13 05:40:12
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4189_023988_17Jan2024123528.mat,0.8516585866711385,2024-01-17 12:35:28
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4189_024028_19Jan2024064919.mat,0.7785201484117581,2024-01-19 06:49:19
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4193_024067_25Jan2024064427.mat,0.5245945500750595,2024-01-25 06:44:27
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4193_024085_25Jan2024083451.mat,0.8829992463165431,2024-01-25 08:34:51
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4193_024090_25Jan2024085941.mat,0.7981170970225137,2024-01-25 08:59:41
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4194_024166_29Jan2024055724.mat,0.6328810468122811,2024-01-29 05:57:24
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4194_024167_29Jan2024060204.mat,0.7589834171471842,2024-01-29 06:02:04
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4194_024169_29Jan2024061114.mat,0.5305562787999283,2024-01-29 06:11:14
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4194_024183_29Jan2024080810.mat,0.8427680097794484,2024-01-29 08:08:10
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4194_024217_29Jan2024140026.mat,0.7592705409144621,2024-01-29 14:00:26
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4194_024221_30Jan2024063853.mat,0.7446307866139171,2024-01-30 06:38:53
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4212_024267_01Feb2024062840.mat,0.7115244044456136,2024-02-01 06:28:40
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4212_024269_01Feb2024063750.mat,0.7335744018373415,2024-02-01 06:37:50
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4212_024279_01Feb2024072106.mat,0.4538892842700429,2024-02-01 07:21:06
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4213_024343_03Feb2024063031.mat,0.7423741028521162,2024-02-03 06:30:31
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4213_024352_03Feb2024083441.mat,0.8520679225624427,2024-02-03 08:34:41
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4213_024385_03Feb2024120809.mat,0.704955954502065,2024-02-03 12:08:09
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4213_024387_03Feb2024124319.mat,0.6058180699655639,2024-02-03 12:43:19
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4231_024399_05Feb2024064135.mat,0.7464479399504518,2024-02-05 06:41:35
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4231_024437_06Feb2024072307.mat,0.6414396912336316,2024-02-06 07:23:07
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4245_024744_16Feb2024091409.mat,0.8234345127786117,2024-02-16 09:14:09
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4247_024918_24Feb2024083402.mat,0.9098133780489978,2024-02-24 08:34:02
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4248_025087_28Feb2024072151.mat,0.6753506559146539,2024-02-28 07:21:51
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4248_025096_01Mar2024055255.mat,0.6224765882816815,2024-03-01 05:52:55
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4248_025141_02Mar2024061824.mat,0.7339387762096602,2024-03-02 06:18:24
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4248_025181_02Mar2024104530.mat,0.7087385864446887,2024-03-02 10:45:30
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4248_025195_02Mar2024115213.mat,0.7071263933352833,2024-03-02 11:52:13
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4267_025215_28Feb2024103410.mat,0.7329940556842072,2024-02-28 10:34:10
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4270_025231_01Mar2024113047.mat,0.6345363301770792,2024-03-01 11:30:47
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4270_025332_04Mar2024081021.mat,0.775462218036783,2024-03-04 08:10:21
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4281_025252_02Mar2024132615.mat,0.6244462313105499,2024-03-02 13:26:15
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4281_025278_04Mar2024110156.mat,0.7329495703259812,2024-03-04 11:01:56
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4281_025279_04Mar2024110609.mat,0.8869142955989558,2024-03-04 11:06:09
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4282_025336_05Mar2024071410.mat,0.708594513506407,2024-03-05 07:14:10
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4282_025346_06Mar2024124153.mat,0.8399237975882468,2024-03-06 12:41:53
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4282_025353_06Mar2024132328.mat,0.67958514915538,2024-03-06 13:23:28
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4282_025357_06Mar2024134340.mat,0.7817795407385565,2024-03-06 13:43:40
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4282_025373_07Mar2024055359.mat,0.8293585881087543,2024-03-07 05:53:59
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4282_025375_07Mar2024060234.mat,0.82614674542711,2024-03-07 06:02:34
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4282_025377_07Mar2024061303.mat,0.7817781432049133,2024-03-07 06:13:03
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4282_025411_07Mar2024103157.mat,0.8579846787205021,2024-03-07 10:31:57
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4282_025422_07Mar2024123231.mat,0.811410612089728,2024-03-07 12:32:31
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4289_025445_08Mar2024134348.mat,0.4939369246605208,2024-03-08 13:43:48
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4289_025494_09Mar2024105300.mat,0.7605274124025975,2024-03-09 10:53:00
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4289_025503_09Mar2024114211.mat,0.6916934072111631,2024-03-09 11:42:11
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4290_025528_09Mar2024065018.mat,0.7610571483171078,2024-03-09 06:50:18
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4290_025545_11Mar2024060349.mat,0.7606080062992276,2024-03-11 06:03:49
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4290_025559_11Mar2024070326.mat,0.5692125296572172,2024-03-11 07:03:26
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4290_025585_12Mar2024091109.mat,0.8399956782123038,2024-03-12 09:11:09
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4290_025594_12Mar2024095620.mat,0.7046471016885623,2024-03-12 09:56:20
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4290_025599_12Mar2024110809.mat,0.6233618521173616,2024-03-12 11:08:09
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4290_025620_13Mar2024052636.mat,0.8638663561721086,2024-03-13 05:26:36
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4290_025621_13Mar2024053543.mat,0.8382939160199951,2024-03-13 05:35:43
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4290_025626_13Mar2024062327.mat,0.936149721451333,2024-03-13 06:23:27
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4290_025640_13Mar2024083050.mat,0.78540394170053,2024-03-13 08:30:50
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4290_025647_13Mar2024090653.mat,0.8888655471853761,2024-03-13 09:06:53
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4290_025654_13Mar2024095502.mat,0.7423712122143034,2024-03-13 09:55:02
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4290_025655_13Mar2024103649.mat,0.7896766881716601,2024-03-13 10:36:49
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4291_025519_11Mar2024090815.mat,0.7533192445982448,2024-03-11 09:08:15
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4294_025710_14Mar2024130313.mat,0.6648156013247103,2024-03-14 13:03:13
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4294_025769_15Mar2024114448.mat,0.5378033346158904,2024-03-15 11:44:48
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4299_025854_21Mar2024092716.mat,0.8670633209492431,2024-03-21 09:27:16
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4299_025857_21Mar2024094540.mat,0.7690505794071475,2024-03-21 09:45:40
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4299_025896_22Mar2024095158.mat,0.9047525348604,2024-03-22 09:51:58
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4312_025930_22Mar2024114039.mat,0.7493292565553024,2024-03-22 11:40:39
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4312_025965_25Mar2024092030.mat,0.8428113108847792,2024-03-25 09:20:30
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4312_025966_25Mar2024092724.mat,0.8444689585230408,2024-03-25 09:27:24
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4312_025970_25Mar2024105509.mat,0.5514310905411614,2024-03-25 10:55:09
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4313_026141_01Apr2024062049.mat,0.7482879230213129,2024-04-01 06:20:49
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4329_026511_10Apr2024130212.mat,0.8301336501829639,2024-04-10 13:02:12
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4330_026475_10Apr2024063735.mat,0.7789261580045839,2024-04-10 06:37:35
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4331_026283_03Apr2024114013.mat,0.7176651876751635,2024-04-03 11:40:13
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4331_026286_03Apr2024120930.mat,0.6510485234258985,2024-04-03 12:09:30
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4331_026287_03Apr2024121402.mat,0.6795057406672786,2024-04-03 12:14:02
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4331_026314_04Apr2024110820.mat,0.6236438537900291,2024-04-04 11:08:20
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4331_026325_04Apr2024122116.mat,0.7801958996825021,2024-04-04 12:21:16
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4332_026354_08Apr2024062941.mat,0.7714535779190068,2024-04-08 06:29:41
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4332_026395_09Apr2024065301.mat,0.7474527129831372,2024-04-09 06:53:01
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4351_026644_12Apr2024131522.mat,0.7849139822346834,2024-04-12 13:15:22
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4351_026672_15Apr2024094704.mat,0.646401699855674,2024-04-15 09:47:04
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4354_027080_26Apr2024082329.mat,0.6220745811072569,2024-04-26 08:23:29
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4354_027083_26Apr2024083552.mat,0.6231182734969829,2024-04-26 08:35:52
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4354_027123_30Apr2024065737.mat,0.765745436028392,2024-04-30 06:57:37
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4355_026784_17Apr2024090434.mat,0.7992760056616529,2024-04-17 09:04:34
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4355_026807_17Apr2024113504.mat,0.6756924865308492,2024-04-17 11:35:04
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4355_026809_17Apr2024114552.mat,0.7052970122789658,2024-04-17 11:45:52
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4356_026871_19Apr2024065554.mat,0.731436266809633,2024-04-19 06:55:54
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4356_026875_19Apr2024072005.mat,0.6335007858055718,2024-04-19 07:20:05
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4356_026876_19Apr2024072858.mat,0.6236331785766176,2024-04-19 07:28:58
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4356_026888_19Apr2024090206.mat,0.7003075406859945,2024-04-19 09:02:06
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4356_026912_19Apr2024125346.mat,0.4610410551248982,2024-04-19 12:53:46
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4356_026955_22Apr2024094435.mat,0.8107084104469241,2024-04-22 09:44:35
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4357_026974_22Apr2024125545.mat,0.545266368706402,2024-04-22 12:55:45
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4357_026980_22Apr2024133323.mat,0.6249502705066318,2024-04-22 13:33:23
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4357_026988_23Apr2024070454.mat,0.7026986427046629,2024-04-23 07:04:54
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4357_026995_23Apr2024092223.mat,0.8098275282797652,2024-04-23 09:22:23
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4357_026999_23Apr2024094532.mat,0.7378390139150585,2024-04-23 09:45:32
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4357_027006_23Apr2024110001.mat,0.6880507820352915,2024-04-23 11:00:01
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4357_027011_23Apr2024112424.mat,0.7252964309162311,2024-04-23 11:24:24
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4357_027031_24Apr2024081235.mat,0.6556020877476658,2024-04-24 08:12:35
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4358_027444_07May2024082451.mat,0.6901237191659476,2024-05-07 08:24:51
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4359_027221_30Apr2024110947.mat,0.6211539461231178,2024-04-30 11:09:47
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4359_027257_01May2024130048.mat,0.6093661494204946,2024-05-01 13:00:48
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4365_027144_25Apr2024070548.mat,0.7767095063685464,2024-04-25 07:05:48
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4365_027156_25Apr2024084125.mat,0.8436315111419969,2024-04-25 08:41:25
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4365_027158_25Apr2024085353.mat,0.7881743102674843,2024-04-25 08:53:53
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4365_027159_25Apr2024090425.mat,0.7608057133740143,2024-04-25 09:04:25
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4365_027173_25Apr2024111626.mat,0.6854976698867025,2024-04-25 11:16:26
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4365_027184_25Apr2024125211.mat,0.8474234647961763,2024-04-25 12:52:11
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4370_027513_08May2024093427.mat,0.6806645972733267,2024-05-08 09:34:27
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4370_027549_09May2024072956.mat,0.5634279769276803,2024-05-09 07:29:56
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4370_027578_09May2024123721.mat,0.7945809391082131,2024-05-09 12:37:21
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4370_027593_10May2024060701.mat,0.6922511794987086,2024-05-10 06:07:01
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4370_027596_10May2024062242.mat,0.8636181493099608,2024-05-10 06:22:42
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4371_028280_21May2024085851.mat,0.6691878784650203,2024-05-21 08:58:51
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4371_028288_22May2024080736.mat,0.7898917639398707,2024-05-22 08:07:36
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4377_027673_13May2024063426.mat,0.6294139493909902,2024-05-13 06:34:26
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4378_027767_08May2024132424.mat,0.7903703829175943,2024-05-08 13:24:24
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4378_027781_14May2024064511.mat,0.774697031815884,2024-05-14 06:45:11
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4378_027850_15May2024075248.mat,0.7460763418823845,2024-05-15 07:52:48
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4378_027872_15May2024100018.mat,0.7824064189129135,2024-05-15 10:00:18
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4394_027928_16May2024085706.mat,0.741280468664764,2024-05-16 08:57:06
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4394_027963_17May2024060751.mat,0.73889648811641,2024-05-17 06:07:51
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4394_027976_17May2024072057.mat,0.8690430016694096,2024-05-17 07:20:57
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4394_027981_17May2024080707.mat,0.5703604360102729,2024-05-17 08:07:07
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4395_028051_20May2024100105.mat,0.6557142688767151,2024-05-20 10:01:05
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4407_028219_04Jun2024111733.mat,0.5119280496680874,2024-06-04 11:17:33
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4407_028233_04Jun2024130457.mat,0.5506438538888988,2024-06-04 13:04:57
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4407_028234_04Jun2024131015.mat,0.5960309543392828,2024-06-04 13:10:15
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4407_028262_07Jun2024075145.mat,0.6807628479634245,2024-06-07 07:51:45
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4408_029253_13Jun2024125358.mat,0.5770236009882462,2024-06-13 12:53:58
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4422_028441_24May2024133559.mat,0.8867373837726809,2024-05-24 13:35:59
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4422_028451_28May2024062003.mat,0.6435414014932086,2024-05-28 06:20:03
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4422_028466_28May2024075406.mat,0.7900442353594326,2024-05-28 07:54:06
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4423_028560_29May2024094627.mat,0.5624938722135597,2024-05-29 09:46:27
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4423_028607_30May2024071212.mat,0.6177085282997521,2024-05-30 07:12:12
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4423_028668_31May2024071116.mat,0.5638852349133363,2024-05-31 07:11:16
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4424_029702_11Jul2024084404.mat,0.6687305716521382,2024-07-11 08:44:04
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4424_029793_12Jul2024104532.mat,0.6016775687712721,2024-07-12 10:45:32
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4424_029799_12Jul2024112532.mat,0.6455545230251107,2024-07-12 11:25:32
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4424_029801_12Jul2024113445.mat,0.8506791809536256,2024-07-12 11:34:45
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4425_029979_08Aug2024130852.mat,0.6003399489373957,2024-08-08 13:08:52
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4425_029999_09Aug2024064836.mat,0.7911929541946567,2024-08-09 06:48:36
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4425_030030_09Aug2024110622.mat,0.7067083039233449,2024-08-09 11:06:22
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4425_030032_09Aug2024111646.mat,0.6519648165337051,2024-08-09 11:16:46
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4426_028776_04Jun2025084150.mat,0.6922207648148123,2025-06-04 08:41:50
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4427_028815_05Jun2024082355.mat,0.5495490014287401,2024-06-05 08:23:55
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4427_028847_05Jun2024115931.mat,0.4720925833940442,2024-06-05 11:59:31
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4427_028870_06Jun2024062831.mat,0.6516949361781194,2024-06-06 06:28:31
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4427_028874_06Jun2024064937.mat,0.5381966613000189,2024-06-06 06:49:37
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4427_028890_06Jun2024082846.mat,0.5643653776489159,2024-06-06 08:28:46
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4427_028916_06Jun2024110001.mat,0.734880026843321,2024-06-06 11:00:01
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4451_028951_07Jun2024104047.mat,0.6128512448303208,2024-06-07 10:40:47
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4451_029006_10Jun2024080213.mat,0.7046998790040254,2024-06-10 08:02:13
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4451_029029_10Jun2024104227.mat,0.3925399022984645,2024-06-10 10:42:27
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4451_029037_10Jun2024113623.mat,0.6205672310834752,2024-06-10 11:36:23
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4451_029039_10Jun2024114733.mat,0.7845047877924568,2024-06-10 11:47:33
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4452_029065_11Jun2024065554.mat,0.6704324220797493,2024-06-11 06:55:54
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4452_029079_11Jun2024082214.mat,0.7455300552101787,2024-06-11 08:22:14
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4452_029167_12Jun2024092732.mat,0.7918603934730235,2024-06-12 09:27:32
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4461_029315_14Jun2024121309.mat,0.7637086385350087,2024-06-14 12:13:09
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4463_029663_10Jul2024121533.mat,0.7018278469398747,2024-07-10 12:15:33
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4475_029884_15Jul2024131501.mat,0.42878084065335254,2024-07-15 13:15:01
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4475_029885_15Jul2024131944.mat,0.6234915902849206,2024-07-15 13:19:44
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4475_029894_16Jul2024061416.mat,0.6564688740421725,2024-07-16 06:14:16
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4476_030058_29Jul2024061044.mat,0.7314273166571893,2024-07-29 06:10:44
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4476_030066_29Jul2024065331.mat,0.9248233905008886,2024-07-29 06:53:31
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4476_030078_29Jul2024080423.mat,0.5995574550679732,2024-07-29 08:04:23
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4476_030138_29Jul2024130336.mat,0.6487938055851019,2024-07-29 13:03:36
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4489_030430_01Aug2024094638.mat,0.5650243469154939,2024-08-01 09:46:38
O:\Transducers\Uniformity Scan Data\High Resolution Uniformity\xdcr_DM4489_030432_01Aug2024110637.mat,0.5829043221554601,2024-08-01 11:06:37
